Number of Vehicles,Number of Casualties,Accident Date,Time (24hr),Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle,Time (Intervals),Date (Intervals),Age (Intervals)
1,1,12/7/2012,1555,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,19,Car,1200-1559,December,10 - 19
2,6,12/7/2012,1747,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,26,Car,1600-1959,December,20 - 29
2,6,12/7/2012,1747,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,13,Car,1600-1959,December,10 - 19
2,6,12/7/2012,1747,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,31,Car,1600-1959,December,30 - 39
2,6,12/7/2012,1747,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Female,34,Car,1600-1959,December,30 - 39
2,6,12/7/2012,1747,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,14,Car,1600-1959,December,10 - 19
2,6,12/7/2012,1747,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,48,Car,1600-1959,December,40 - 49
1,1,12/7/2012,2315,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,22,Car,2000-2359,December,20 - 29
1,1,12/7/2012,2310,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,44,Minibus (8 – 16 passenger seats),2000-2359,December,40 - 49
3,2,12/7/2012,1009,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car,800-1159,December,30 - 39
3,2,12/7/2012,1009,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,35,Car,800-1159,December,30 - 39
2,1,12/7/2012,1500,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car,1200-1559,December,30 - 39
2,1,12/7/2012,1818,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,27,Car,1600-1959,December,20 - 29
2,1,12/8/2012,1340,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Pedal cycle,1200-1559,December,20 - 29
1,1,12/8/2012,1340,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,49,Car,1200-1559,December,40 - 49
2,1,12/9/2012,1040,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,24,Car,800-1159,December,20 - 29
1,1,12/9/2012,30,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Male,23,Car,0-359,December,20 - 29
2,1,12/10/2012,1025,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Car,800-1159,December,50 - 59
2,1,12/10/2012,1530,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car,1200-1559,December,20 - 29
2,1,12/10/2012,2250,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,26,Car,2000-2359,December,20 - 29
2,4,12/11/2012,1309,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47,Car,1200-1559,December,40 - 49
2,4,12/11/2012,1309,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,56,Goods vehicle 3.5 tonnes mgw and under,1200-1559,December,50 - 59
2,4,12/11/2012,1309,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,23,Car,1200-1559,December,20 - 29
2,4,12/11/2012,1309,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,43,Car,1200-1559,December,40 - 49
1,1,12/11/2012,907,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,30,Car,800-1159,December,30 - 39
1,1,12/11/2012,810,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Car,800-1159,December,10 - 19
1,1,12/11/2012,1335,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,95,Car,1200-1559,December,90 - 99
2,1,12/11/2012,1735,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,41,Pedal cycle,1600-1959,December,40 - 49
2,1,12/11/2012,1730,Wet / Damp,Darkness: street lights present and lit,Other,Driver,Slight,Male,23,Car,1600-1959,December,20 - 29
2,1,12/11/2012,1935,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,20,M/cycle 50cc and under,1600-1959,December,20 - 29
1,1,12/11/2012,2320,Frost / Ice,Darkness: street lights present and lit,Other,Driver,Slight,Male,51,Pedal cycle,2000-2359,December,50 - 59
2,3,12/12/2012,1210,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Goods vehicle 3.5 tonnes mgw and under,1200-1559,December,40 - 49
2,3,12/12/2012,1210,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38,Bus or coach (17 or more passenger seats),1200-1559,December,30 - 39
2,3,12/12/2012,1210,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,54,Bus or coach (17 or more passenger seats),1200-1559,December,50 - 59
1,1,12/12/2012,1120,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,36,Car,800-1159,December,30 - 39
5,3,12/12/2012,1436,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Car,1200-1559,December,40 - 49
5,3,12/12/2012,1436,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21,Car,1200-1559,December,20 - 29
5,3,12/12/2012,1436,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Other Vehicle,1200-1559,December,30 - 39
2,2,12/12/2012,1730,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,46,Car,1600-1959,December,40 - 49
2,2,12/12/2012,1730,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,35,Car,1600-1959,December,30 - 39
2,1,12/13/2012,735,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,39,Pedal cycle,400-759,December,30 - 39
2,2,12/13/2012,655,Wet / Damp,Darkness: street lights present and lit,Fog or mist � if hazard,Driver,Slight,Male,52,Car,400-759,December,50 - 59
2,2,12/13/2012,655,Wet / Damp,Darkness: street lights present and lit,Fog or mist � if hazard,Driver,Slight,Female,41,Car,400-759,December,40 - 49
2,1,12/13/2012,1800,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,52,Car,1600-1959,December,50 - 59
3,2,12/13/2012,2040,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,40,Car,2000-2359,December,40 - 49
3,2,12/13/2012,2040,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,31,Car,2000-2359,December,30 - 39
2,2,12/13/2012,1515,Wet / Damp,Daylight: street lights present,Fog or mist � if hazard,Driver,Slight,Female,29,Car,1200-1559,December,20 - 29
2,2,12/13/2012,1515,Wet / Damp,Daylight: street lights present,Fog or mist � if hazard,Passenger,Slight,Female,8,Car,1200-1559,December,0 - 9
2,1,12/13/2012,1625,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,41,Car,1600-1959,December,40 - 49
4,1,12/14/2012,35,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,32,Car,0-359,December,30 - 39
2,1,12/14/2012,745,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41,Car,400-759,December,40 - 49
1,1,12/14/2012,645,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,36,Car,400-759,December,30 - 39
2,1,12/14/2012,645,Frost / Ice,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,35,Car,400-759,December,30 - 39
1,1,12/14/2012,915,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,25,Car,800-1159,December,20 - 29
9,3,12/14/2012,500,Frost / Ice,Darkness: no street lighting,Other,Driver,Slight,Male,30,Goods vehicle 3.5 tonnes mgw and under,400-759,December,30 - 39
9,3,12/14/2012,500,Frost / Ice,Darkness: no street lighting,Other,Passenger,Slight,Male,41,Goods vehicle 3.5 tonnes mgw and under,400-759,December,40 - 49
9,3,12/14/2012,500,Frost / Ice,Darkness: no street lighting,Other,Driver,Slight,Male,46,Car,400-759,December,40 - 49
1,1,12/14/2012,435,Frost / Ice,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,34,Car,400-759,December,30 - 39
3,1,12/14/2012,1723,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,42,Car,1600-1959,December,40 - 49
2,1,12/14/2012,1605,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,62,Taxi/Private hire car,1600-1959,December,60 - 69
3,1,12/14/2012,1915,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,48,Car,1600-1959,December,40 - 49
1,1,12/14/2012,2245,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,21,Car,2000-2359,December,20 - 29
3,2,12/14/2012,1940,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,40,Car,1600-1959,December,40 - 49
3,2,12/14/2012,1940,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,9,Car,1600-1959,December,0 - 9
2,1,12/15/2012,935,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car,800-1159,December,30 - 39
1,1,12/15/2012,1615,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,74,Car,1600-1959,December,70 - 79
2,1,12/15/2012,2348,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,21,Car,2000-2359,December,20 - 29
2,1,12/15/2012,1555,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Car,1200-1559,December,20 - 29
1,1,12/16/2012,1225,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,Car,1200-1559,December,40 - 49
1,1,12/16/2012,350,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,25,Car,0-359,December,20 - 29
1,1,12/16/2012,1640,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,14,Car,1600-1959,December,10 - 19
2,1,12/16/2012,1545,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,57,Car,1200-1559,December,50 - 59
1,1,12/16/2012,308,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Male,18,Car,0-359,December,10 - 19
2,1,12/16/2012,1255,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Motorcycle over 50cc and up to 125cc,1200-1559,December,40 - 49
2,2,12/16/2012,1445,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,7,Car,1200-1559,December,0 - 9
2,2,12/16/2012,1445,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,12,Car,1200-1559,December,10 - 19
2,1,12/17/2012,30,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,49,Car,0-359,December,40 - 49
2,1,12/18/2012,730,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,20,Car,400-759,December,20 - 29
3,1,12/18/2012,1530,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,48,Car,1200-1559,December,40 - 49
2,1,12/18/2012,1312,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,18,Car,1200-1559,December,10 - 19
1,1,12/18/2012,750,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,28,Car,400-759,December,20 - 29
1,2,12/18/2012,1550,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,3,Bus or coach (17 or more passenger seats),1200-1559,December,0 - 9
1,2,12/18/2012,1550,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,11,Bus or coach (17 or more passenger seats),1200-1559,December,10 - 19
2,1,12/18/2012,1640,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,45,Car,1600-1959,December,40 - 49
1,1,12/18/2012,1740,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,9,Car,1600-1959,December,0 - 9
1,1,12/19/2012,835,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,17,Car,800-1159,December,10 - 19
2,2,12/19/2012,1615,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,17,Car,1600-1959,December,10 - 19
2,2,12/19/2012,1615,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,19,Car,1600-1959,December,10 - 19
1,1,12/19/2012,1120,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Male,64,Bus or coach (17 or more passenger seats),800-1159,December,60 - 69
2,1,12/19/2012,1736,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Serious,Male,55,Motorcycle over 125cc and up to 500cc,1600-1959,December,50 - 59
1,1,12/19/2012,1800,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Serious,Male,78,Car,1600-1959,December,70 - 79
1,1,12/19/2012,2040,Wet / Damp,Darkness: no street lighting,Raining with high winds,Driver,Slight,Female,58,Car,2000-2359,December,50 - 59
1,4,12/20/2012,15,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,27,Car,0-359,December,20 - 29
1,4,12/20/2012,15,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,23,Car,0-359,December,20 - 29
1,4,12/20/2012,15,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,24,Car,0-359,December,20 - 29
1,4,12/20/2012,15,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,20,Car,0-359,December,20 - 29
2,1,12/20/2012,645,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,28,Pedal cycle,400-759,December,20 - 29
1,1,12/20/2012,825,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,13,Car,800-1159,December,10 - 19
1,1,12/20/2012,1015,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,68,Car,800-1159,December,60 - 69
2,1,12/20/2012,1410,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Serious,Male,55,Car,1200-1559,December,50 - 59
1,1,12/20/2012,1512,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,13,Car,1200-1559,December,10 - 19
1,1,12/20/2012,1820,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Male,19,Car,1600-1959,December,10 - 19
2,1,12/20/2012,1800,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,30,Car,1600-1959,December,30 - 39
4,3,12/20/2012,2318,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,43,Car,2000-2359,December,40 - 49
4,3,12/20/2012,2318,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,56,Car,2000-2359,December,50 - 59
4,3,12/20/2012,2318,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,23,Car,2000-2359,December,20 - 29
2,1,12/20/2012,1800,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,41,Car,1600-1959,December,40 - 49
2,1,12/20/2012,1345,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Pedal cycle,1200-1559,December,20 - 29
2,1,12/21/2012,800,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Motorcycle over 50cc and up to 125cc,800-1159,December,30 - 39
1,1,12/21/2012,745,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,11,Car,400-759,December,10 - 19
3,2,12/21/2012,1300,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,49,Car,1200-1559,December,40 - 49
3,2,12/21/2012,1300,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car,1200-1559,December,30 - 39
2,2,12/21/2012,1112,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,61,Taxi/Private hire car,800-1159,December,60 - 69
2,2,12/21/2012,1112,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,24,Taxi/Private hire car,800-1159,December,20 - 29
